0 0.00 10.00 0.00
1 0.00 10.00 0.00
2 0.00 10.00 0.00
0 0.10 10.00 0.10
1 0.10 10.00 0.10
2 0.10 10.00 0.10
0 0.20 10.00 0.20
1 0.20 10.00 0.20
2 0.20 10.00 0.20
0 0.30 10.00 0.30
1 0.30 10.00 0.30
2 0.30 10.00 0.30
0 0.40 9.99 0.40
1 0.40 9.99 0.40
2 0.40 9.99 0.40
0 0.50 9.99 0.50
1 0.50 9.99 0.50
2 0.50 9.99 0.50
0 0.60 9.98 0.60
1 0.60 9.98 0.60
2 0.60 9.98 0.60
0 0.70 9.98 0.70
1 0.70 9.98 0.70
2 0.70 9.98 0.70
0 0.80 9.97 0.80
1 0.80 9.97 0.80
2 0.80 9.97 0.80
0 0.90 9.96 0.90
1 0.90 9.96 0.90
2 0.90 9.96 0.90
0 1.00 9.95 1.00
1 1.00 9.95 1.00
2 1.00 9.95 1.00
0 1.10 9.94 1.10
1 1.10 9.94 1.10
2 1.10 9.94 1.10
0 1.20 9.93 1.20
1 1.20 9.93 1.20
2 1.20 9.93 1.20
0 1.30 9.92 1.30
1 1.30 9.92 1.30
2 1.30 9.92 1.30
0 1.40 9.90 1.40
1 1.40 9.90 1.40
2 1.40 9.90 1.40
0 1.50 9.89 1.49
1 1.50 9.89 1.49
2 1.50 9.89 1.49
0 1.60 9.87 1.59
1 1.60 9.87 1.59
2 1.60 9.87 1.59
0 1.70 9.86 1.69
1 1.70 9.86 1.69
2 1.70 9.86 1.69
0 1.80 9.84 1.79
1 1.80 9.84 1.79
2 1.80 9.84 1.79
0 1.90 9.82 1.89
1 1.90 9.82 1.89
2 1.90 9.82 1.89
0 2.00 9.80 1.99
1 2.00 9.80 1.99
2 2.00 9.80 1.99
0 2.10 9.78 2.08
1 2.10 9.78 2.08
2 2.10 9.78 2.08
0 2.20 9.76 2.18
1 2.20 9.76 2.18
2 2.20 9.76 2.18
0 2.30 9.74 2.28
1 2.30 9.74 2.28
2 2.30 9.74 2.28
0 2.40 9.71 2.38
1 2.40 9.71 2.38
2 2.40 9.71 2.38
0 2.50 9.69 2.47
1 2.50 9.69 2.47
2 2.50 9.69 2.47
0 2.60 9.66 2.57
1 2.60 9.66 2.57
2 2.60 9.66 2.57
0 2.70 9.64 2.67
1 2.70 9.64 2.67
2 2.70 9.64 2.67
0 2.80 9.61 2.76
1 2.80 9.61 2.76
2 2.80 9.61 2.76
0 2.90 9.58 2.86
1 2.90 9.58 2.86
2 2.90 9.58 2.86
0 3.00 9.55 2.96
1 3.00 9.55 2.96
2 3.00 9.55 2.96
0 3.10 9.52 3.05
1 3.10 9.52 3.05
2 3.10 9.52 3.05
0 3.20 9.49 3.15
1 3.20 9.49 3.15
2 3.20 9.49 3.15
0 3.30 9.46 3.24
1 3.30 9.46 3.24
2 3.30 9.46 3.24
0 3.40 9.43 3.33
1 3.40 9.43 3.33
2 3.40 9.43 3.33
0 3.50 9.39 3.43
1 3.50 9.39 3.43
2 3.50 9.39 3.43
0 3.60 9.36 3.52
1 3.60 9.36 3.52
2 3.60 9.36 3.52
0 3.70 9.32 3.62
1 3.70 9.32 3.62
2 3.70 9.32 3.62
0 3.80 9.29 3.71
1 3.80 9.29 3.71
2 3.80 9.29 3.71
0 3.90 9.25 3.80
1 3.90 9.25 3.80
2 3.90 9.25 3.80
0 4.00 9.21 3.89
1 4.00 9.21 3.89
2 4.00 9.21 3.89
0 4.10 9.17 3.99
1 4.10 9.17 3.99
2 4.10 9.17 3.99
0 4.20 9.13 4.08
1 4.20 9.13 4.08
2 4.20 9.13 4.08
0 4.30 9.09 4.17
1 4.30 9.09 4.17
2 4.30 9.09 4.17
0 4.40 9.05 4.26
1 4.40 9.05 4.26
2 4.40 9.05 4.26
0 4.50 9.00 4.35
1 4.50 9.00 4.35
2 4.50 9.00 4.35
0 4.60 8.96 4.44
1 4.60 8.96 4.44
2 4.60 8.96 4.44
0 4.70 8.92 4.53
1 4.70 8.92 4.53
2 4.70 8.92 4.53
0 4.80 8.87 4.62
1 4.80 8.87 4.62
2 4.80 8.87 4.62
0 4.90 8.82 4.71
1 4.90 8.82 4.71
2 4.90 8.82 4.71
0 5.00 8.78 4.79
1 5.00 9.00 4.35
2 5.00 9.21 3.89
0 5.10 8.73 4.88
1 5.10 8.96 4.43
2 5.10 9.18 3.97
0 5.20 8.68 4.97
1 5.20 8.92 4.51
2 5.20 9.15 4.04
0 5.30 8.63 5.06
1 5.30 8.88 4.59
2 5.30 9.11 4.11
0 5.40 8.58 5.14
1 5.40 8.84 4.67
2 5.40 9.08 4.19
0 5.50 8.53 5.23
1 5.50 8.80 4.75
2 5.50 9.05 4.26
0 5.60 8.47 5.31
1 5.60 8.76 4.83
2 5.60 9.01 4.33
0 5.70 8.42 5.40
1 5.70 8.71 4.91
2 5.70 8.98 4.40
0 5.80 8.36 5.48
1 5.80 8.67 4.99
2 5.80 8.94 4.48
0 5.90 8.31 5.56
1 5.90 8.62 5.06
2 5.90 8.91 4.55
0 6.00 8.25 5.65
1 6.00 8.58 5.14
2 6.00 8.87 4.62
0 6.10 8.20 5.73
1 6.10 8.53 5.22
2 6.10 8.83 4.69
0 6.20 8.14 5.81
1 6.20 8.48 5.29
2 6.20 8.79 4.76
0 6.30 8.08 5.89
1 6.30 8.44 5.37
2 6.30 8.76 4.83
0 6.40 8.02 5.97
1 6.40 8.39 5.45
2 6.40 8.72 4.90
0 6.50 7.96 6.05
1 6.50 8.34 5.52
2 6.50 8.68 4.97
0 6.60 7.90 6.13
1 6.60 8.29 5.60
2 6.60 8.64 5.04
0 6.70 7.84 6.21
1 6.70 8.24 5.67
2 6.70 8.60 5.11
0 6.80 7.78 6.29
1 6.80 8.19 5.75
2 6.80 8.56 5.18
0 6.90 7.71 6.37
1 6.90 8.13 5.82
2 6.90 8.51 5.24
0 7.00 7.65 6.44
1 7.00 8.08 5.89
2 7.00 8.47 5.31
0 7.10 7.58 6.52
1 7.10 8.03 5.96
2 7.10 8.43 5.38
0 7.20 7.52 6.59
1 7.20 7.97 6.04
2 7.20 8.39 5.45
0 7.30 7.45 6.67
1 7.30 7.92 6.11
2 7.30 8.34 5.51
0 7.40 7.38 6.74
1 7.40 7.86 6.18
2 7.40 8.30 5.58
0 7.50 7.32 6.82
1 7.50 7.81 6.25
2 7.50 8.25 5.65
0 7.60 7.25 6.89
1 7.60 7.75 6.32
2 7.60 8.21 5.71
0 7.70 7.18 6.96
1 7.70 7.69 6.39
2 7.70 8.16 5.78
0 7.80 7.11 7.03
1 7.80 7.64 6.46
2 7.80 8.12 5.84
0 7.90 7.04 7.10
1 7.90 7.58 6.53
2 7.90 8.07 5.91
0 8.00 6.97 7.17
1 8.00 7.52 6.59
2 8.00 8.02 5.97
0 8.10 6.89 7.24
1 8.10 7.46 6.66
2 8.10 7.97 6.04
0 8.20 6.82 7.31
1 8.20 7.40 6.73
2 8.20 7.92 6.10
0 8.30 6.75 7.38
1 8.30 7.34 6.79
2 8.30 7.88 6.16
0 8.40 6.67 7.45
1 8.40 7.28 6.86
2 8.40 7.83 6.23
0 8.50 6.60 7.51
1 8.50 7.21 6.93
2 8.50 7.78 6.29
0 8.60 6.52 7.58
1 8.60 7.15 6.99
2 8.60 7.73 6.35
0 8.70 6.45 7.64
1 8.70 7.09 7.05
2 8.70 7.67 6.41
0 8.80 6.37 7.71
1 8.80 7.02 7.12
2 8.80 7.62 6.47
0 8.90 6.29 7.77
1 8.90 6.96 7.18
2 8.90 7.57 6.53
0 9.00 6.22 7.83
1 9.00 6.89 7.24
2 9.00 7.52 6.59
0 9.10 6.14 7.90
1 9.10 6.83 7.30
2 9.10 7.47 6.65
0 9.20 6.06 7.96
1 9.20 6.76 7.37
2 9.20 7.41 6.71
0 9.30 5.98 8.02
1 9.30 6.70 7.43
2 9.30 7.36 6.77
0 9.40 5.90 8.08
1 9.40 6.63 7.49
2 9.40 7.30 6.83
0 9.50 5.82 8.13
1 9.50 6.56 7.55
2 9.50 7.25 6.89
0 9.60 5.74 8.19
1 9.60 6.49 7.60
2 9.60 7.19 6.95
0 9.70 5.65 8.25
1 9.70 6.43 7.66
2 9.70 7.14 7.00
0 9.80 5.57 8.30
1 9.80 6.36 7.72
2 9.80 7.08 7.06
0 9.90 5.49 8.36
1 9.90 6.29 7.78
2 9.90 7.02 7.12
0 10.00 5.40 8.41
1 10.00 6.22 7.83
2 10.00 6.97 7.17
0 10.10 5.32 8.47
1 10.10 6.15 7.89
2 10.10 6.91 7.23
0 10.20 5.23 8.52
1 10.20 6.07 7.94
2 10.20 6.85 7.28
0 10.30 5.15 8.57
1 10.30 6.00 8.00
2 10.30 6.79 7.34
0 10.40 5.06 8.62
1 10.40 5.93 8.05
2 10.40 6.73 7.39
0 10.50 4.98 8.67
1 10.50 5.86 8.10
2 10.50 6.67 7.45
0 10.60 4.89 8.72
1 10.60 5.78 8.16
2 10.60 6.61 7.50
0 10.70 4.80 8.77
1 10.70 5.71 8.21
2 10.70 6.55 7.55
0 10.80 4.71 8.82
1 10.80 5.64 8.26
2 10.80 6.49 7.60
0 10.90 4.62 8.87
1 10.90 5.56 8.31
2 10.90 6.43 7.66
0 11.00 4.54 8.91
1 11.00 5.49 8.36
2 11.00 6.37 7.71
0 11.10 4.45 8.96
1 11.10 5.41 8.41
2 11.10 6.31 7.76
0 11.20 4.36 9.00
1 11.20 5.34 8.46
2 11.20 6.25 7.81
0 11.30 4.27 9.04
1 11.30 5.26 8.51
2 11.30 6.18 7.86
0 11.40 4.18 9.09
1 11.40 5.18 8.55
2 11.40 6.12 7.91
0 11.50 4.08 9.13
1 11.50 5.11 8.60
2 11.50 6.06 7.96
0 11.60 3.99 9.17
1 11.60 5.03 8.64
2 11.60 5.99 8.00
0 11.70 3.90 9.21
1 11.70 4.95 8.69
2 11.70 5.93 8.05
0 11.80 3.81 9.25
1 11.80 4.87 8.73
2 11.80 5.87 8.10
0 11.90 3.72 9.28
1 11.90 4.79 8.78
2 11.90 5.80 8.15
0 12.00 3.62 9.32
1 12.00 4.71 8.82
2 12.00 5.74 8.19
0 12.10 3.53 9.36
1 12.10 4.63 8.86
2 12.10 5.67 8.24
0 12.20 3.44 9.39
1 12.20 4.55 8.90
2 12.20 5.60 8.28
0 12.30 3.34 9.42
1 12.30 4.47 8.94
2 12.30 5.54 8.33
0 12.40 3.25 9.46
1 12.40 4.39 8.98
2 12.40 5.47 8.37
0 12.50 3.15 9.49
1 12.50 4.31 9.02
2 12.50 5.40 8.41
0 12.60 3.06 9.52
1 12.60 4.23 9.06
2 12.60 5.34 8.46
0 12.70 2.96 9.55
1 12.70 4.15 9.10
2 12.70 5.27 8.50
0 12.80 2.87 9.58
1 12.80 4.07 9.14
2 12.80 5.20 8.54
0 12.90 2.77 9.61
1 12.90 3.98 9.17
2 12.90 5.13 8.58
0 13.00 2.67 9.64
1 13.00 3.90 9.21
2 13.00 5.06 8.62
0 13.10 2.58 9.66
1 13.10 3.82 9.24
2 13.10 4.99 8.66
0 13.20 2.48 9.69
1 13.20 3.74 9.28
2 13.20 4.92 8.70
0 13.30 2.38 9.71
1 13.30 3.65 9.31
2 13.30 4.85 8.74
0 13.40 2.29 9.73
1 13.40 3.57 9.34
2 13.40 4.78 8.78
0 13.50 2.19 9.76
1 13.50 3.48 9.37
2 13.50 4.71 8.82
0 13.60 2.09 9.78
1 13.60 3.40 9.40
2 13.60 4.64 8.86
0 13.70 1.99 9.80
1 13.70 3.31 9.43
2 13.70 4.57 8.89
0 13.80 1.90 9.82
1 13.80 3.23 9.46
2 13.80 4.50 8.93
0 13.90 1.80 9.84
1 13.90 3.14 9.49
2 13.90 4.43 8.97
0 14.00 1.70 9.85
1 14.00 3.06 9.52
2 14.00 4.36 9.00
0 14.10 1.60 9.87
1 14.10 2.97 9.55
2 14.10 4.28 9.04
0 14.20 1.50 9.89
1 14.20 2.89 9.57
2 14.20 4.21 9.07
0 14.30 1.40 9.90
1 14.30 2.80 9.60
2 14.30 4.14 9.10
0 14.40 1.30 9.91
1 14.40 2.71 9.62
2 14.40 4.07 9.14
0 14.50 1.21 9.93
1 14.50 2.63 9.65
2 14.50 3.99 9.17
0 14.60 1.11 9.94
1 14.60 2.54 9.67
2 14.60 3.92 9.20
0 14.70 1.01 9.95
1 14.70 2.45 9.69
2 14.70 3.85 9.23
0 14.80 0.91 9.96
1 14.80 2.37 9.72
2 14.80 3.77 9.26
