0 0 150.00 100.00
1 0 140.45 129.39
2 0 115.45 147.55
3 0 84.55 147.55
4 0 59.55 129.39
5 0 50.00 100.00
6 0 59.55 70.61
7 0 84.55 52.45
8 0 115.45 52.45
9 0 140.45 70.61
0 1 140.45 129.39
1 1 115.45 147.55
2 1 84.55 147.55
3 1 59.55 129.39
4 1 50.00 100.00
5 1 59.55 70.61
6 1 84.55 52.45
7 1 115.45 52.45
8 1 140.45 70.61
9 1 150.00 100.00
0 2 115.45 147.55
1 2 84.55 147.55
2 2 59.55 129.39
3 2 50.00 100.00
4 2 59.55 70.61
5 2 84.55 52.45
6 2 115.45 52.45
7 2 140.45 70.61
8 2 150.00 100.00
9 2 140.45 129.39
0 3 84.55 147.55
1 3 59.55 129.39
2 3 50.00 100.00
3 3 59.55 70.61
4 3 84.55 52.45
5 3 115.45 52.45
6 3 140.45 70.61
7 3 150.00 100.00
8 3 140.45 129.39
9 3 115.45 147.55
0 4 59.55 129.39
1 4 50.00 100.00
2 4 59.55 70.61
3 4 84.55 52.45
4 4 115.45 52.45
5 4 140.45 70.61
6 4 150.00 100.00
7 4 140.45 129.39
8 4 115.45 147.55
9 4 84.55 147.55
0 5 50.00 100.00
1 5 59.55 70.61
2 5 84.55 52.45
3 5 115.45 52.45
4 5 140.45 70.61
5 5 150.00 100.00
6 5 140.45 129.39
7 5 115.45 147.55
8 5 84.55 147.55
9 5 59.55 129.39
0 6 59.55 70.61
1 6 84.55 52.45
2 6 115.45 52.45
3 6 140.45 70.61
4 6 150.00 100.00
5 6 140.45 129.39
6 6 115.45 147.55
7 6 84.55 147.55
8 6 59.55 129.39
9 6 50.00 100.00
0 7 84.55 52.45
1 7 115.45 52.45
2 7 140.45 70.61
3 7 150.00 100.00
4 7 140.45 129.39
5 7 115.45 147.55
6 7 84.55 147.55
7 7 59.55 129.39
8 7 50.00 100.00
9 7 59.55 70.61
0 8 115.45 52.45
1 8 140.45 70.61
2 8 150.00 100.00
3 8 140.45 129.39
4 8 115.45 147.55
5 8 84.55 147.55
6 8 59.55 129.39
7 8 50.00 100.00
8 8 59.55 70.61
9 8 84.55 52.45
0 9 140.45 70.61
1 9 150.00 100.00
2 9 140.45 129.39
3 9 115.45 147.55
4 9 84.55 147.55
5 9 59.55 129.39
6 9 50.00 100.00
7 9 59.55 70.61
8 9 84.55 52.45
9 9 115.45 52.45
0 10 150.00 100.00
1 10 140.45 129.39
2 10 115.45 147.55
3 10 84.55 147.55
4 10 59.55 129.39
5 10 50.00 100.00
6 10 59.55 70.61
7 10 84.55 52.45
8 10 115.45 52.45
9 10 140.45 70.61
